"N","Site","Nest","Tree","DBH","Stage","Ht","logDBH"
1501,"TYE","TC","PSME",146,2,55,4.98360662170834
1502,"TYE","TC","PSME",147,2,55,4.99043258677874
1503,"TYE","TC","PSME",163,2,55,5.09375020080676
1504,"TYE","TC","PSME",164,2,55,5.0998664278242
1505,"TYE","TC","PSME",178,2,55,5.18178355029209
1506,"TYE","TC","PSME",193,2,55,5.26269018890489
1507,"TYE","TC","PSME",196,2,55,5.27811465923052
1508,"TYE","TC","PSME",114,2,56,4.7361984483945
1509,"TYE","TC","PSME",143,2,56,4.96284463025991
1510,"TYE","TC","PSME",171,2,56,5.14166355650266
1511,"TYE","TC","PSME",152,2,54,5.02388052084628
1512,"TYE","TC","PSME",159,2,43,5.06890420222023
1513,"TYE","TC","PSME",155,2,46,5.04342511691925
1514,"TYE","TC","PSME",160,2,46,5.07517381523383
1515,"TYE","TC","PSME",175,2,46,5.16478597392351
1516,"TYE","TC","PSME",185,2,46,5.22035582507832
1517,"TYE","TC","PSME",88,2,44,4.47733681447821
1518,"TYE","TC","PSME",120,2,47,4.78749174278205
1519,"TYE","TC","PSME",160,2,43,5.07517381523383
1520,"TYE","TC","PSME",141,2,45,4.94875989037817
1521,"TYE","TC","THPL",157,2,43,5.05624580534831
1522,"TYE","TC","PSME",135,2,44,4.90527477843843
1523,"TYE","TC","PSME",142,2,43,4.95582705760126
1524,"TYE","TC","PSME",148,2,46,4.99721227376411
1525,"TYE","TC","PSME",137,2,45,4.91998092582813
1526,"TYE","TC","PSME",142,2,43,4.95582705760126
1527,"TYE","TC","PSME",153,2,44,5.03043792139244
1528,"TYE","TC","PSME",135,2,46,4.90527477843843
1529,"TYE","TC","PSME",135,2,44,4.90527477843843
1530,"TYE","TC","THPL",244,2,45,5.4971682252932
1531,"TYE","TC","PSME",106,2,46,4.66343909411207
1532,"TYE","TC","PSME",127,2,44,4.84418708645859
1533,"TYE","TC","PSME",117,2,46,4.76217393479776
1534,"TYE","TC","PSME",137,2,44,4.91998092582813
1535,"TYE","TC","PSME",152,2,46,5.02388052084628
1536,"TYE","TC","PSME",180,2,45,5.19295685089021
1537,"TYE","TC","PSME",140,2,45,4.9416424226093
1538,"TYE","TC","PSME",164,2,45,5.0998664278242
1539,"TYE","TC","PSME",137,2,44,4.91998092582813
1540,"TYE","TC","PSME",144,2,44,4.969813299576
1541,"TYE","TC","PSME",113,2,44,4.72738781871234
1542,"TYE","TC","PSME",147,2,44,4.99043258677874
1543,"TYE","TC","PSME",118,2,47,4.77068462446567
1544,"TYE","TC","PSME",134,2,46,4.89783979995091
1545,"TYE","TC","PSME",135,2,42,4.90527477843843
1546,"TYE","TC","PSME",109,2,45,4.69134788222914
1547,"TYE","TC","PSME",120,2,47,4.78749174278205
1548,"TYE","TC","PSME",154,2,47,5.03695260241363
1549,"TYE","TC","PSME",114,2,47,4.7361984483945
1550,"TYE","TC","PSME",163,2,42,5.09375020080676
1551,"TYE","TC","PSME",157,2,42,5.05624580534831
1552,"TYE","TC","PSME",154,2,47,5.03695260241363
1553,"TYE","TC","PSME",188,2,44,5.23644196282995
1554,"TYE","TC","PSME",173,2,47,5.15329159449778
1555,"TYE","TC","PSME",106,2,45,4.66343909411207
1557,"TYE","TC","PSME",160,2,47,5.07517381523383
1558,"TYE","TC","PSME",160,2,47,5.07517381523383
1559,"TYE","TC","PSME",170,2,47,5.13579843705026
1560,"TYE","TC","PSME",170,2,47,5.13579843705026
1561,"TYE","TC","PSME",141,2,42,4.94875989037817
1562,"TYE","TC","PSME",164,2,42,5.0998664278242
1563,"TYE","TC","PSME",159,2,44,5.06890420222023
1564,"TYE","TC","PSME",160,2,44,5.07517381523383
1565,"TYE","TC","PSME",167,2,42,5.11799381241676
1566,"TYE","TC","PSME",132,2,47,4.88280192258637
1567,"TYE","TC","PSME",182,2,44,5.2040066870768
1568,"TYE","TC","PSME",133,2,47,4.89034912822175
1569,"TYE","TC","PSME",153,2,47,5.03043792139244
1570,"TYE","TC","PSME",150,2,47,5.01063529409626
1571,"TYE","TC","PSME",187,2,44,5.23110861685459
1572,"TYE","TC","THPL",150,2,47,5.01063529409626
1573,"TYE","TC","PSME",164,2,42,5.0998664278242
1574,"TYE","SC","PSME",198,2,54,5.28826703069454
1577,"TYE","SC","PSME",201,2,53,5.30330490805908
1579,"TYE","SC","PSME",130,2,40,4.86753445045558
1580,"TYE","SC","PSME",103,2,40,4.63472898822964
1584,"TYE","SC","PSME",154,1,55,5.03695260241363
1585,"TYE","SC","PSME",107,1,54,4.67282883446191
1586,"TYE","SC","PSME",79,2,25,4.36944785246702
1589,"TYE","SC","PSME",139,2,61,4.93447393313069
1591,"TYE","SC","THPL",138,2,43,4.92725368515721
1592,"TYE","SC","PSME",124,1,43,4.82028156560504
1593,"TYE","SC","PSME",156,1,62,5.04985600724954
1595,"TYE","SC","PSME",188,2,63,5.23644196282995
1596,"TYE","SC","PSME",188,2,40,5.23644196282995
1597,"TYE","SC","PSME",239,2,63,5.47646355193151
1598,"TYE","SC","PSME",144,2,42,4.969813299576
1599,"TYE","SC","PSME",124,2,42,4.82028156560504
1600,"TYE","SC","PSME",127,2,42,4.84418708645859
1601,"TYE","SC","PSME",137,2,70,4.91998092582813
1603,"TYE","SC","PSME",193,1,62,5.26269018890489
1604,"TYE","SC","THPL",168,1,40,5.12396397940326
1605,"TYE","SC","THPL",130,2,44,4.86753445045558
1606,"TYE","SC","PSME",152,2,40,5.02388052084628
1608,"TYE","SC","CADE",197,2,56,5.28320372873799
1609,"TYE","SC","ARME",82,1,21,4.40671924726425
1611,"TYE","SC","PSME",238,2,43,5.47227067367148
1612,"TYE","SC","PSME",121,2,44,4.79579054559674
1613,"TYE","SC","PSME",145,2,40,4.97673374242057
1614,"TYE","SC","PSME",160,1,57,5.07517381523383
1615,"TYE","SC","PSME",252,1,44,5.52942908751142
1616,"TYE","SC","PSME",112,2,44,4.71849887129509
1617,"TYE","SC","PSME",108,1,39,4.68213122712422
1620,"TYE","SC","PSME",107,2,20,4.67282883446191
1621,"TYE","SC","PSME",142,2,46,4.95582705760126
1623,"TYE","SC","PSME",156,2,47,5.04985600724954
1625,"TYE","SC","PSME",188,2,34,5.23644196282995
1626,"TYE","SC","PSME",166,2,36,5.11198778835654
1627,"TYE","SC","THPL",101,1,30,4.61512051684126
1628,"TYE","SC","TSHE",98,2,51,4.58496747867057
1629,"TYE","SC","PSME",182,2,50,5.2040066870768
1630,"TYE","SC","PSME",143,2,30,4.96284463025991
1631,"TYE","SC","PSME",163,2,30,5.09375020080676
1632,"TYE","SC","PSME",107,2,38,4.67282883446191
1634,"TYE","SC","PSME",183,2,29,5.20948615284142
1635,"TYE","SC","PSME",140,2,46,4.9416424226093
1636,"TYE","SC","PSME",140,2,48,4.9416424226093
1637,"TYE","SC","PSME",155,2,47,5.04342511691925
1638,"TYE","SC","PSME",123,2,36,4.81218435537242
1639,"TYE","SC","PSME",152,2,48,5.02388052084628
1640,"TYE","SC","THPL",158,2,37,5.06259503302697
1642,"TYE","SC","PSME",131,2,34,4.87519732320115
1643,"TYE","SC","PSME",118,2,37,4.77068462446567
1644,"TYE","SC","PSME",151,2,49,5.01727983681492
1645,"TYE","SC","PSME",142,2,49,4.95582705760126
1646,"TYE","SC","PSME",123,2,33,4.81218435537242
1647,"TYE","SC","PSME",121,2,49,4.79579054559674
1649,"TYE","SC","PSME",170,2,34,5.13579843705026
1651,"TYE","SC","PSME",130,1,39,4.86753445045558
1652,"TYE","SC","CADE",157,1,49,5.05624580534831
1653,"TYE","SC","PSME",123,2,26,4.81218435537242
1654,"TYE","SC","PSME",74,2,27,4.30406509320417
1655,"TYE","SC","TSHE",83,2,39,4.4188406077966
1656,"TYE","SC","PSME",194,2,47,5.26785815906333
1657,"TYE","SC","PSME",145,2,53,4.97673374242057
1658,"TYE","SC","PSME",136,2,45,4.91265488573605
1659,"TYE","SC","THPL",94,1,53,4.54329478227
1660,"TYE","SC","PSME",77,1,28,4.34380542185368
1661,"TYE","SC","PSME",154,2,38,5.03695260241363
1662,"TYE","SC","PSME",130,1,52,4.86753445045558
1663,"TYE","SC","PSME",147,2,29,4.99043258677874
1664,"TYE","SC","THPL",140,2,38,4.9416424226093
1665,"TYE","SC","PSME",201,2,51,5.30330490805908
1666,"TYE","SC","PSME",147,2,38,4.99043258677874
1667,"TYE","SC","PSME",147,2,45,4.99043258677874
1668,"TYE","SC","ACMA",85,1,29,4.44265125649032
1669,"TYE","SC","PSME",145,2,52,4.97673374242057
1670,"TYE","SC","PSME",107,2,35,4.67282883446191
1671,"TYE","PL","PSME",180,2,48,5.19295685089021
1672,"TYE","PL","PSME",167,1,42,5.11799381241676
1673,"TYE","PL","PSME",130,1,66,4.86753445045558
1674,"TYE","PL","PSME",127,1,62,4.84418708645859
1675,"TYE","PL","PSME",133,1,75,4.89034912822175
1676,"TYE","PL","PSME",193,1,41,5.26269018890489
1677,"TYE","PL","PSME",152,1,71,5.02388052084628
1679,"TYE","PL","PSME",127,1,47,4.84418708645859
1680,"TYE","PL","PSME",131,1,42,4.87519732320115
1682,"TYE","PL","PSME",152,1,70,5.02388052084628
1683,"TYE","PL","PSME",159,1,34,5.06890420222023
1684,"TYE","PL","PSME",166,1,48,5.11198778835654
1685,"TYE","PL","PSME",180,1,74,5.19295685089021
1686,"TYE","PL","PSME",93,1,35,4.53259949315326
1687,"TYE","PL","PSME",104,1,15,4.64439089914137
1688,"TYE","PL","PSME",104,1,38,4.64439089914137
1690,"TYE","PL","PSME",141,1,54,4.94875989037817
1691,"TYE","PL","PSME",79,1,39,4.36944785246702
1692,"TYE","PL","PSME",122,1,53,4.80402104473326
1693,"TYE","PL","PSME",173,1,54,5.15329159449778
1695,"TYE","PL","PSME",178,1,79,5.18178355029209
1696,"TYE","PL","PSME",124,2,29,4.82028156560504
1697,"TYE","PL","PSME",183,2,45,5.20948615284142
1700,"TYE","PL","CADE",100,2,30,4.60517018598809
1701,"TYE","PL","PSME",83,1,38,4.4188406077966
1702,"TYE","PL","PSME",121,1,38,4.79579054559674
1703,"TYE","PL","PSME",98,2,34,4.58496747867057
1704,"TYE","PL","PSME",140,1,50,4.9416424226093
1705,"TYE","PL","PSME",101,2,26,4.61512051684126
1706,"TYE","PL","PSME",97,1,38,4.57471097850338
1707,"TYE","PL","PSME",109,1,45,4.69134788222914
1708,"TYE","PL","PSME",107,1,58,4.67282883446191
1709,"TYE","PL","PSME",137,1,58,4.91998092582813
1710,"TYE","PL","PSME",138,1,37,4.92725368515721
1711,"TYE","PL","PSME",216,1,43,5.37527840768417
1712,"TYE","PL","PSME",107,1,47,4.67282883446191
1713,"TYE","PL","PSME",111,1,47,4.70953020131233
1714,"TYE","PL","PSME",117,1,61,4.76217393479776
1715,"TYE","PL","ABGR",93,1,37,4.53259949315326
1716,"TYE","PL","PSME",84,2,37,4.43081679884331
1717,"TYE","PL","PSME",158,1,56,5.06259503302697
